age,offset_img,img,word,delay_frames_after,condition,word_score_pc,duration_measured_word,correct_resp,scan day,onset_img,word_label,pause_trigger_t,duration_frames,key_t,session,ID,onset_word,no,rt,word_score_warriner,response,delay_frames_before,duration_measured_img,gender,offset_word
ewf,1.301736333000008,image_stim_n.png,corkscrew,120,faceWord_exp,-0.3369766028281135,0.3488066669960972,,Mon,0.9510858329886105,neu,,42,,1,wlkd,0.5033180830068886,1,,5.26,,180,0.3506505000113975,female,0.8521247500029858
ewf,3.072851166012697,image_stim_p.png,pineapple,180,faceWord_exp,-1.6708771386143015,0.34402291700826026,1,Mon,2.728000125003746,pos,,42,2.6081177500018384,1,wlkd,2.311547082994366,2,-0.11988237500190735,6.9,i,120,0.34485104100895114,female,2.6555700000026263
ewf,5.351836707995972,image_stim_p.png,garden,180,faceWord_exp,-2.367322110787632,0.3448519580124412,0,Mon,4.9992297909921035,pos,,42,5.527087124995887,1,wlkd,4.579584124992834,3,0.5278573340037838,7.25,e,120,0.35260691700386815,female,4.924436083005276
ewf,7.622985958005302,image_stim_n.png,tourist,180,faceWord_exp,-0.3156846970974971,0.3460723749885801,1,Mon,7.276465790986549,neu,,42,7.666255832999013,1,wlkd,6.860263250011485,4,0.38979004201246426,5.71,e,120,0.34652016701875255,female,7.206335625000065
ewf,9.906883707997622,image_stim_n.png,bribe,180,faceWord_exp,2.3815246085651838,0.34497991600073874,1,Mon,9.561344749992713,neg,,42,10.012459457997466,1,wlkd,9.145715249993373,5,0.4511147080047522,3.32,e,120,0.34553895800490864,female,9.490695165994111
