correct_resp,word_score_warriner,word_score_pc,offset_word,onset_img,scan day,delay_frames_after,pause_trigger_t,duration_frames,delay_frames_before,ID,response,condition,duration_measured_word,offset_img,img,duration_measured_img,rt,word,gender,session,word_label,no,onset_word,age,key_t
1,7.05,-2.146343780688921,1.7429755000048317,1.8113808000052813,Mon,180,,42,120,helloooo,i,faceWord_exp,0.7005075000051875,2.518738699989626,image_stim_p.png,0.7073578999843448,-0.38429420001921244,lemonade,female,1,pos,1,1.0424679999996442,21,1.427086599986069
0,4.65,0.134511301946603,6.217952699982561,6.2856878000020515,Mon,120,,42,180,helloooo,i,faceWord_exp,0.6925608000019565,6.9941171999962535,image_stim_n.png,0.708429399994202,-0.19838899999740534,diplomat,female,1,neg,2,5.525391899980605,21,6.087298800004646
0,8.0,-2.40140153221556,9.693998600007035,9.76366169998073,Mon,120,,42,180,helloooo,e,faceWord_exp,0.6931628000165801,10.468840099987574,image_stim_p.png,0.7051784000068437,-0.3670776999788359,love,female,1,pos,3,9.000835799990455,21,9.396584000001894
1,3.52,2.561630339716405,13.16861130000325,13.240888400003314,Mon,120,,42,180,helloooo,e,faceWord_exp,0.6942400000116322,13.943171599996276,image_stim_n.png,0.7022831999929622,-0.7652037000225391,hospital,female,1,neg,4,12.474371299991617,21,12.475684699980775
1,5.44,0.1935892361901769,16.64368479998666,16.70038569997996,Mon,180,,42,120,helloooo,e,faceWord_exp,0.6935420999943744,17.393722399981925,image_stim_n.png,0.6933367000019643,-0.6546945999725722,bridge,female,1,neu,5,15.950142699992284,21,16.04569110000739
