img,age,onset_word,gender,word_label,word_score_pc,key_t,scan day,duration_measured_word,condition,offset_word,correct_resp,word_score_warriner,rt,ID,delay_frames_after,no,onset_img,pause_trigger_t,response,offset_img,delay_frames_before,word,duration_frames,session,ethnicity,duration_measured_img
image_stim_n.png,43,0.9975577000004705,female,neg,0.7573178762670367,1.157340000005206,Mon,0.6911942000151612,faceWord_exp,1.6887519000156317,1,4.55,-0.5896237000124529,halloo,180,1,1.746963700017659,,e,2.446530300017912,120,meeting,42,1,hmm,0.699566600000253
image_stim_n.png,43,5.4513498000160325,female,neu,-0.0845595035777038,5.480798900010996,Mon,0.6949499000038486,faceWord_exp,6.146299700019881,1,5.17,-0.7416020999953616,halloo,120,2,6.222401000006357,,e,6.920977000001585,180,keyboard,42,1,hmm,0.6985759999952279
