gender,response,onset_word,Ethnicity,duration_measured_word,word_label,pause_trigger_t,delay_frames_before,offset_word,rt,age,word_score_pc,no,duration_measured_img,session,onset_img,img,condition,offset_img,word,word_score_warriner,key_t,duration_frames,scan day,delay_frames_after,ID,correct_resp
female,,0.5031821250013309,21,0.3364782499993453,neu,,180,0.8396603750006761,,20,0.11872473318936595,1,0.355927625001641,1,0.9067213750095107,image_stim_p.png,faceWord_exp,1.2626490000111517,noun,5.22,,42,Mon,120,Nadiaadadaaasa,
female,,2.2641303340060404,21,0.34413508299621753,neu,,120,2.608265417002258,,20,-0.05916451699915906,2,0.32900262500334065,1,2.6520368750061607,image_stim_p.png,faceWord_exp,2.9810395000095014,embassy,5.3,,42,Mon,180,Nadiaadadaaasa,
female,,4.49806162501045,21,0.3394327089918079,neu,,120,4.837494334002258,,20,0.26215401176465297,3,0.33182604200555943,1,4.880696125008399,image_stim_n.png,faceWord_exp,5.212522167013958,school,5.41,,42,Mon,180,Nadiaadadaaasa,
