no,ID,correct_resp,age,onset_img,word_label,condition,key_t,offset_word,onset_word,word_score_warriner,word_score_pc,word,duration_frames,gender,duration_measured_img,response,pause_trigger_t,duration_measured_word,img,Ethnicity,offset_img,scan day,delay_frames_after,rt,delay_frames_before,session
1,hh,0,12,0.9004657500045141,neu,faceWord_exp,1.7251716669998132,0.8389130830037175,0.4998177919915179,5.88,-1.1856791528275217,hamster,42,female,0.3375410829903558,i,,0.3390952910121996,image_stim_n.png,danish,1.23800683299487,Mon,180,0.824705916995299,120,1
2,hh,,12,3.145095208004932,pos,faceWord_exp,,3.089337291996344,2.751188499998534,6.9,-1.6708771386143015,pineapple,42,female,0.3341873749886872,,,0.3381487919978099,image_stim_p.png,danish,3.479282582993619,Mon,120,,180,1
3,hh,,12,4.877130833003321,neu,faceWord_exp,,4.830598707994795,4.489975125005003,5.05,-1.0601571884744718,fiddle,42,female,0.3289951249898877,,,0.34062358298979234,image_stim_n.png,danish,5.206125957993208,Mon,180,,120,1
